,created_at,tweet_id,Location,tweet_text,screen_name,name,account_creation_date,urls,Likes,Retweet,label,final_tweet
95,2021-03-09 11:53:44,1369255076020248582,"London, England","['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",Nin45359844,Nin,Thu Aug 24 09:56:36 +0000 2017,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
96,2021-03-09 11:53:40,1369255061256347649,SouthEast Texas,"['rt', '@', 'berrics', ':', 'in', 'honor', 'of', 'international', 'women', ""'s"", 'day', ',', 'adidas', 'has', 'released', 'new', 'colorways', 'of', 'the', 'samba', 'and', 'gazelle—updated', 'for', 'skateboarding.…']",MortimerJPrydz,Noèlle Anthony R🏴‍☠️🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁷󠁬,Tue Mar 02 02:15:04 +0000 2021,[],0,9,1,"['rt', 'berrics', 'honor', 'international', 'woman', 'day', 'adidas', 'release', 'new', 'colorways', 'samba']"
97,2021-03-09 11:53:37,1369255049277435905,Sacramento,"['rt', '@', 'dremodrizzy', ':', 'wan', 'na', 'walk', 'into', 'the', 'bank', 'and', 'cash', 'my', 'cheques', 'in', 'adidas', 'https', ':', '//t.co/mlibp6pho8']",ShepherdBryan7,Sheposky 🇳🇬🇨🇲,Tue Apr 17 13:31:56 +0000 2018,[],0,34,0,"['rt', 'dremodrizzy', 'wan', 'na', 'walk', 'bank', 'cash', 'cheque', 'adidas', 'http']"
117,2021-03-09 11:52:21,1369254729713213440,MY,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",liliroyalty,miofii | REST,Mon Jan 11 00:20:46 +0000 2016,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
119,2021-03-09 11:52:14,1369254700160331779,Philippines,"['rt', '@', 'lhcfeed', ':', '#', 'haechan', '’', 's', 'selfies', 'in', '@', 'adidas', 'https', ':', '//t.co/mah51wgfmo']",nct_keys,haechannieee66,Sat Jan 09 12:46:02 +0000 2021,[],0,1616,0,"['rt', 'lhcfeed', 'haechan', 'selfies', 'adidas', 'http']"
120,2021-03-09 11:52:14,1369254697924628486,🇵🇭 SHE,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",bpniki_,-niki-,Mon Feb 10 06:55:54 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
121,2021-03-09 11:52:09,1369254677573824515,Philippines,"['rt', '@', 'lookslhc', ':', '#', 'haechan', 'x', '@', 'adidas', ':', 'a', 'mini', 'thread', 'https', ':', '//t.co/wkeigftvnx']",nct_keys,haechannieee66,Sat Jan 09 12:46:02 +0000 2021,[],0,1980,0,"['rt', 'lookslhc', 'haechan', 'x', 'adidas', 'mini', 'thread', 'http']"
123,2021-03-09 11:52:02,1369254648696217604,Earth,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",ahsionethree,Azreal,Sat May 18 15:05:23 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
124,2021-03-09 11:52:00,1369254642035531776,"กรุงเทพมหานคร, ประเทศไทย","['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",Scabbard2542,LALA_naaa~_~,Mon May 29 07:40:47 +0000 2017,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
126,2021-03-09 11:51:58,1369254631973347331,#AIRA ,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",dalayuu,ALA,Mon Jul 29 22:15:02 +0000 2013,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
127,2021-03-09 11:51:53,1369254612339879941,Asia ,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",thoibi941,blink24/365,Sat Jul 18 03:48:31 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
128,2021-03-09 11:51:52,1369254608888082433,Bangladesh ,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",Lalisaadiction,IU,Sat Dec 21 09:16:08 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
131,2021-03-09 11:51:42,1369254565703475201,Shanghai,"['@', 'bet9jaofficial', 'the', 'adidas', 'on', 'the', 'fulham', 'player', 'hose']",mosesbigone,Moses . F. Akwaja.,Thu Apr 25 20:01:38 +0000 2019,[],0,0,0,"['adidas', 'fulham', 'player', 'hose']"
133,2021-03-09 11:51:39,1369254552621449218,OT4,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",kasadeuki,Rosé Solo March 12!!!!,Mon Nov 16 08:37:19 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
135,2021-03-09 11:51:33,1369254528386797570,Fuck it,"['lastly', 'the', 'adidas', 'logo', 'on', 'the', 'socks', 'https', ':', '//t.co/ntidw6bhh8']",jezzyblaze,Chris,Tue May 31 08:41:03 +0000 2011,"[{'url': 'https://t.co/NTiDw6bhH8', 'expanded_url': 'https://twitter.com/Bet9jaOfficial/status/1369253639160795136', 'display_url': 'twitter.com/Bet9jaOfficial…', 'indices': [36, 59]}]",0,0,0,"['lastly', 'adidas', 'logo', 'sock', 'http']"
137,2021-03-09 11:51:29,1369254509642473474,"Michigan, USA","['rt', '@', 'rvyybvnds', ':', 'moves', 'are', 'being', 'made', '.', 'things', 'are', 'being', 'done', '.......', 'and', 'my', 'adidas', 'sweats', 'are', 'stella', 'mccartney', '🤫🔥', 'https', ':', '//t.co/ci9afe4xn5']",smithlj0,#ridingforrose,Tue Mar 13 00:08:54 +0000 2018,[],0,2,0,"['rt', 'rvyybvnds', 'move', 'make', 'thing', 'do', 'adidas', 'sweat', 'stella', 'mccartney', 'http']"
140,2021-03-09 11:51:20,1369254473126797313,Equatorial Guinea,"['@', 'bet9jaofficial', 'the', 'fulham', 'player', 'his', 'right', 'socks', 'first', 'frame', 'adidas', 'second', 'frame', 'none']",MezieOmereoyen,MEZIE 🔰,Mon Aug 22 23:31:33 +0000 2016,[],1,0,1,"['fulham', 'player', 'right', 'sock', 'first', 'frame', 'adidas', 'second', 'frame', 'none']"
144,2021-03-09 11:51:05,1369254409553776641,Ty Gang 👉,"['rt', '@', 'maureen_wm', ':', 'normalize', 'buying', 'your', 'shoes', '@', 'poise254', 'adidas', 'dragon', 'sizes', '40-45', 'ksh', '3800', '📩', '📞', '0717787755', '/0733787755', 'delivery', 'done', 'countryw…']",justhoe1,Mufasa 🦁,Fri Nov 20 09:14:40 +0000 2020,[],0,25,0,"['rt', 'normalize', 'buying', 'shoe', 'adidas', 'dragon', 'size', 'ksh', 'delivery', 'do']"
145,2021-03-09 11:51:04,1369254404776288259,"she/her, 25","['rt', '@', '91spics', ':', 'adidas', 'hear', 'me', 'out', 'https', ':', '//t.co/ykijxjsju2']",fankslou,²kira⁸ ⚽ watch this space,Thu May 27 05:24:24 +0000 2010,[],0,331,0,"['rt', 'adidas', 'hear', 'http']"
146,2021-03-09 11:51:02,1369254398732496898,Texas,"['check', 'out', 'this', 'listing', 'i', 'just', 'added', 'to', 'my', '#', 'poshmark', 'closet', ':', 'stella', 'mccartney', 'adidas', 'shoes', '.', 'https', ':', '//t.co/btsh5dytrd…', 'https', ':', '//t.co/vqxkelvx9p']",sarah_boyd1,sarah boyd,Mon Jul 29 01:09:24 +0000 2013,"[{'url': 'https://t.co/BTSH5DyTrd', 'expanded_url': 'https://poshmark.com/listing/5ffd980b06d59c2858a8f5bd?utm_campaign=referral_code%3DSARAH_A_BOYD&utm_source=tw_sh&utm_content=feature%3Dsh_li_el_ios%26rfuid%3Dext1%3A40a1147b-c7f0-4005-bb7a-0c338f507ccd%26ext_trk%3Dbranch', 'display_url': 'poshmark.com/listing/5ffd98…', 'indices': [91, 114]}, {'url': 'https://t.co/vQXKElvX9p', 'expanded_url': 'https://twitter.com/i/web/status/1369254398732496898', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",0,0,0,"['check', 'listing', 'add', 'poshmark', 'closet', 'stella', 'mccartney', 'adidas', 'shoe', 'http', 'http']"
147,2021-03-09 11:51:00,1369254390029164546,haechan’s heart ,"['rt', '@', 'lookslhc', ':', '#', 'haechan', 'x', '@', 'adidas', ':', 'a', 'mini', 'thread', 'https', ':', '//t.co/wkeigftvnx']",ursunflowwerr,cal🌻 kinda-ia,Mon Jun 08 04:11:22 +0000 2020,[],0,1980,0,"['rt', 'lookslhc', 'haechan', 'x', 'adidas', 'mini', 'thread', 'http']"
148,2021-03-09 11:50:58,1369254382286430209,🇵🇭,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",jenlilyyy,Jeny,Thu Aug 27 16:16:47 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
149,2021-03-09 11:50:58,1369254382189961221,ประเทศไทย,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",Sup_onlyQueen,👠,Wed Jun 27 01:16:04 +0000 2018,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
151,2021-03-09 11:50:56,1369254370236264451, she/her ,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",rosesforhoon,camelia | -R-,Thu Nov 01 14:52:45 +0000 2018,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
153,2021-03-09 11:50:46,1369254331392884736,VA,"['rt', '@', 'boardroom', ':', '.', '@', 'chiney', 'will', 'star', 'in', 'a', 'new', 'campaign', 'with', '@', 'doordash', '—', 'becoming', 'the', 'first', 'wnba', 'player', 'in', 'over', 'a', 'decade', 'with', 'a', 'non-hoops', 'solo…']",TimBrock_,Tim Brock,Tue Sep 15 22:44:29 +0000 2009,[],0,97,1,"['rt', 'boardroom', 'chiney', 'star', 'new', 'campaign', 'doordash', 'become', 'first', 'wnba', 'player', 'decade']"
154,2021-03-09 11:50:45,1369254327198564355,"Ikeja, Nigeria","['@', 'retrogodammed', 'i', 'know', ',', 'but', 'compared', 'to', 'nike', 'and', 'adidas', 'sha', 'he', 'no', 'go', 'be', 'starboy']",Oniofafrica,misfit,Sun Jan 17 10:15:48 +0000 2016,[],0,0,0,"['retrogodammed', 'know', 'compare', 'nike', 'adidas', 'sha', 'go', 'starboy']"
155,2021-03-09 11:50:39,1369254298920566784,"Indonesian, Bandung Jawa Barat","['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",Mishel_999,MC.Artsie,Fri Sep 25 13:09:28 +0000 2009,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
156,2021-03-09 11:50:35,1369254286027153409,"Cebu City, Central Visayas","['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",yojeyemchill,emjəy,Wed Feb 26 06:21:31 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
157,2021-03-09 11:50:35,1369254282088886272,ot4 baby blink he/him,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",moodswingy_,adrian⁴ 😴 || rs1 ||,Sun Feb 19 14:02:06 +0000 2017,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
160,2021-03-09 11:50:31,1369254265584295939,🇲🇾,"['rt', '@', 'lookslhc', ':', '#', 'haechan', 'x', '@', 'adidas', ':', 'a', 'mini', 'thread', 'https', ':', '//t.co/wkeigftvnx']",onyour_marrk,ia syaf,Tue Nov 10 05:14:29 +0000 2020,[],0,1980,0,"['rt', 'lookslhc', 'haechan', 'x', 'adidas', 'mini', 'thread', 'http']"
161,2021-03-09 11:50:28,1369254255547142144,south korea,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",jnbpdi,💫,Sun Jan 05 03:30:40 +0000 2014,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
162,2021-03-09 11:50:27,1369254252191813635,"กรุงเทพมหานคร, ประเทศไทย","['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",kkkkukkik99,Kk__999~♥~~♥,Fri Mar 29 17:06:12 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
163,2021-03-09 11:50:25,1369254240602845186,Park Chaeyong,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",inthisworld14,inthisworld,Sat Apr 20 07:24:42 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
165,2021-03-09 11:50:23,1369254235217465347,BLACKPINK in my area,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",prettyLISAvages,≠,Tue Mar 28 10:13:52 +0000 2017,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
166,2021-03-09 11:50:19,1369254217882497027,Thailand,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",krataizzaa,Krataizzaa 🎆🎇🍦🍨,Thu Jun 02 10:40:54 +0000 2011,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
167,2021-03-09 11:50:18,1369254212975009792,19,"['all', 'the', 'other', 'filipino', 'streetfood', '&', 'gt', ';', '&', 'gt', ';', '&', 'gt', ';', '&', 'gt', ';', 'adidas']",spearbfilms,ً,Tue Sep 29 07:18:39 +0000 2020,[],0,0,-1,"['filipino', 'streetfood', 'gt', 'gt', 'gt', 'gt', 'adidas']"
168,2021-03-09 11:50:14,1369254197519081473,bekasi,"['adidas', 'advantage', 'men', 'size', '37-43', 'https', ':', '//t.co/wtwecw2pl6']",agen_rea,Princess rea,Tue Oct 27 14:27:58 +0000 2009,"[{'url': 'https://t.co/wTWEcw2Pl6', 'expanded_url': 'https://www.instagram.com/p/CMMmk68rPY1O61ZhOREKimrof5LDpO1v_-HYXM0/?igshid=dt0rdidspqsl', 'display_url': 'instagram.com/p/CMMmk68rPY1O…', 'indices': [32, 55]}]",0,0,0,"['adidas', 'advantage', 'men', 'size', 'http']"
173,2021-03-09 11:50:04,1369254156096200708,"London, UK","['adidas', 'design', 'team', 'when', 'the', 'brief', 'they', '’', 're', 'given', 'is', 'social', 'distancing', 'https', ':', '//t.co/bmqlv6et6o']",linkuptv,Link Up TV,Sat Jun 13 14:45:42 +0000 2009,[],11,0,1,"['adidas', 'design', 'team', 'brief', 'give', 'social', 'distance', 'http']"
174,2021-03-09 11:50:00,1369254137557258241,"Bangkok, Thailand","['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",rayofglory_p,RayOfGlory_P,Wed Oct 05 16:41:13 +0000 2016,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
175,2021-03-09 11:49:55,1369254114534776832,7:00,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",jenrosiie,RS1 D-4,Mon Oct 28 17:57:32 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
176,2021-03-09 11:49:49,1369254092346826754,blackpink house,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",lesyeuxdenic,🖤💗,Fri Jun 28 09:37:09 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
177,2021-03-09 11:49:47,1369254084323270656,Maldives,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",bayekkish,Lit🔥🔥,Wed Nov 25 15:46:39 +0000 2009,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
180,2021-03-09 11:49:41,1369254057307607041,she/her,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",bpsuperiorgg,24/365,Thu Jun 18 06:28:41 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
181,2021-03-09 11:49:38,1369254046998147075,lalalalisa_m,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",xmatchalattex,˙ ͜ʟ˙ 𝗆𝖺𝗍𝖼𝗁𝖺 🍵 -𝐑-,Wed Oct 09 14:34:50 +0000 2013,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
182,2021-03-09 11:49:37,1369254040283058177,"National Capital Region, Repub","['rt', '@', 'batgriisa', ':', 'adidas', 'korea', 'ig', 'update', 'with', 'lisa', 'https', ':', '//t.co/pwmfri6yie', 'https', ':', '//t.co/fyzfcsnuev']",BlueLisa27,Blue_lisa27,Mon Dec 14 08:39:26 +0000 2020,"[{'url': 'https://t.co/PWMFRI6yie', 'expanded_url': 'https://www.instagram.com/p/CMMZ-bSFI1f/?igshid=pp5cwi4m5h5y', 'display_url': 'instagram.com/p/CMMZ-bSFI1f/…', 'indices': [49, 72]}]",0,51,0,"['rt', 'batgriisa', 'adidas', 'korea', 'ig', 'update', 'lisa', 'http', 'http']"
187,2021-03-09 11:49:30,1369254012919427077, People's Republic of korea,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",Kateha_boy,Kinderrjooy🖤,Wed Jul 24 02:41:35 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
189,2021-03-09 11:49:28,1369254002811093001,UK,"['rt', '@', 'geraldsnrmc', ':', '2021', 'ain', '’', 't', 'that', 'bad', 'cleaned', '&', 'amp', ';', 'dusted🔥🔥🔥🔥', '#', 'adidasoriginals', '#', 'adidas', '#', 'shareyourstripes', '#', 'adidasconfirmed', 'https', ':', '//t.co/arrkgbzymb']",adiFamily_,adiFamily,Sat Apr 04 13:10:05 +0000 2020,[],0,3,-1,"['rt', 'geraldsnrmc', 'bad', 'clean', 'amp', 'adidasoriginals', 'adidas', 'shareyourstripes', 'adidasconfirmed', 'http']"
190,2021-03-09 11:49:19,1369253964789735427,Republic of the Philippines,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",pizazzyninja,Mccc✨ | #ROSÉ🧡💜,Wed Aug 10 12:51:21 +0000 2011,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
192,2021-03-09 11:49:06,1369253908766330881,Ask me anything :,"['rt', '@', 'billboard', ':', 'blackpink', 'stars', 'in', 'the', 'new', 'adidas', 'campaign', 'https', ':', '//t.co/iqfycwkffl']",08escaper,หัวฟูกé -R-OSÉ coming on 12/03,Mon Apr 18 15:09:05 +0000 2011,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,876,1,"['rt', 'billboard', 'blackpink', 'star', 'new', 'adidas', 'campaign', 'http']"
193,2021-03-09 11:49:02,1369253893809573891,she/her | solo stan ,"['rt', '@', 'hcleeyxz', ':', '@', 'spearlieessun', 'haechan', 'with', 'adidas', '#', 'haechanxadidas', '#', 'adidasxhaechan', '#', 'haechan', '#', '해찬', '@', 'adidaskorea', '@', 'nctsmtown', '@', 'nctsmtown_dream', '@', 'n…']",spearlieessun,⁶⁶miya 🍊 kinda ia,Fri Aug 14 12:42:48 +0000 2020,[],0,1,0,"['rt', 'hcleeyxz', 'spearlieessun', 'haechan', 'adidas', 'haechanxadidas', 'adidasxhaechan', 'haechan', '해찬', 'adidaskorea', 'nctsmtown']"
